A0SA9TH,Manual trans,225,,
A0SNSC1,No air cond,175,Manual trans,175
A0SNSC1,No air cond,175,Manual trans,175
A0SNSC2,No air cond,175,Manual trans,175
A0SNSC2,No air cond,175,Manual trans,175
A0SNSL*,,,,
A0SNSL1,No air cond,175,Manual trans,175
A0SNSL1,No air cond,175,Manual trans,175
A0SNSL2,No air cond,175,Manual trans,175
A0SNSL2,No air cond,175,Manual trans,175
A0SNSLx,No air cond,175,Manual trans,175
A0SNSW1,No air cond,175,Manual trans,175
A0SNSW1,No air cond,175,Manual trans,175
A0SNSW2,No air cond,175,Manual trans,175
A0SNSW2,No air cond,175,Manual trans,175
A0SUIMP,Manual trans,175,,
A0SUIMP,Manual trans,175,,
A0SULEG,Manual trans,175,,
A0SULEG,Manual trans,175,,
A0SUOUT,Manual trans,175,,
A0SUOUT,Manual trans,175,,
A0SZEST,No air cond,175,,
A0SZEST,No air cond,175,,
A0SZGRV,,,,,,
A0SZSAM,,,,,,
A0SZSAM,,,,,,
A0SZSWI,No air cond,175,,,,
A0SZSWI,No air cond,175,,,,
A0SZVIT,1.6L/I4-97hp,175,,,,
A0SZVIT,1.6L/I4-97hp,175,,,,
A0TO4RU,2.7L (4cyl-150hp),175,,,No ABS,150
A0TO4RU,2.7L (4cyl-150hp),175,,,No ABS,150
A0TOCAM,No air cond,200,Manual trans,200,No ABS brakes,75
A0TOCAM,No air cond,200,Manual trans,200,No ABS brakes,75
A0TOCEL,Manual trans (not GT-S),175,,,,
A0TOCEL,Manual trans (not GT-S),175,,,,
A0TOCOR,No air cond,175,Manual steering,150,Manual trans,175
A0TOCOR,No air cond,175,Manual steering,150,Manual trans,175
A0TOECH,No air cond,175,Manual trans,175,Manual steering,150
A0TOECH,No air cond,175,Manual trans,175,Manual steering,150
A0TOLAN,No 3rd seat,250,,,,
A0TOLAN,No 3rd seat,250,,,,
A0TOPAS,No air cond,175,Manual trans,175,,
A0TOPAS,No air cond,175,Manual trans,175,,
A0TOPIC,,,,,,
A0TOPIC,,,,,,
A0TORAV,,,,,,
A0TORAV,,,,,,
A0TOSIE,Psngr slider only (LE),175,,,,
A0TOSIE,Psngr slider only (LE),175,,,,
A0TOSOL,Manual trans,225,No CD player,50,2.2L-I4/135hp,200
A0TOSOL,Manual trans,225,No CD player,50,2.2L-I4/135hp,200
A0TOTER,No air cond,175,Manual steering,100,Manual trans,175
A0TOTER,No air cond,175,Manual steering,100,Manual trans,175
A0TOTUN,,,,,,
A0TOTUN,,,,
A0VOBEE,Manual trans,175,,
A0VOBEE,Manual trans,175,,
A0VOCAB,No air cond,175,Manual trans,175
A0VOCAB,No air cond,175,Manual trans,175
A0VOCOR,,,,
A0VOCOR,,,,
A0VOEUR,,,,
A0VOEUR,,,,
A0VOGOL,No air cond,175,Man trans (GL),175
A0VOGOL,No air cond,175,Man trans (GL),175
A0VOGTI,,,,
A0VOGTI,,,,
A0VOJET,No air cond,175,Man trans (not TDI),175
A0VOJET,No air cond,175,Man trans (not TDI),175
A0VOPAS,Manual transmission,225,,
A0VOPAS,Manual transmission,225,,,,
A0VV70A,,,,,,
A0VV70A,,,,,,
A0VV70S,Manual transmission,250,,,,
A0VV70S,Manual transmission,250,,,,
A0VV80S,Cloth seats,175,,,,
A0VV80S,Cloth seats,175,,,,
A1ACINT,"Manual (not GS-R,R)",175,,,,
A1ACNSX,,,,,,
A1ACRLx,,,,,,
A1ACTLx,,,,,,
A1AUA4x,Manual trans,175,No leather,175,,
A1AUA6x,No Leather,175,,,,
A1AUCAB,Manual Roof,350,No leather,300,,
A1AUTTx,Manual Roof,350,,,,
A1BM3-S,Wheel covers,75,No leather,75,No CD,50
A1BM5-S,Manual trans,275,No leather (528),250,No CD,50
A1BM7-S,,,,,,
A1BMM3x,,,,,,
A1BMX5x,Leatherette (vinyl) seats,175,,,,
A1BMZ3x,No CD player,50,,,,
A1BUCEN,No cruise,50,,,,
A1BULES,,,,,,
A1BUPAR,,,,,,
A1BUREG,Manual seat,50,,,,
A1BUROA,,,,,,
A1BUSKY,,,,,,
A1CACAT,No leather,150,,,,
A1CADEV,Cloth seats,175,No CD player,50,,
A1CAELD,Cloth seats,175,No CD player,50,,
A1CASEV,No CD player,50,,,,
A1CHC15,6cyl (not Work Truck),175,,,,
A1CHC25,,,,,,,,
A1CHCAM,Manual trans,175,No CD player,50,,,,
A1CHCAV,No air cond,175,Manual trans,175,,,,
A1CHCVT,No CD player,50,,,,,,
A1CHEXP,,,,,,,,
A1CHG15,6cyl,175,,,,,,
A1CHG25,,,,,,,,
A1CHIMP,No cassette,25,No cruise ctrl,50,,,,
A1CHLUM,,,,,,,,
A1CHMAL,2.4L (4cyl-150hp),175,,,,,,
A1CHMET,Man trans (not Base),175,No air cond,175,No radio,175,Manual steering,175
A1CHMON,No cruise,50,,,,,,
A1CHPRI,Manual trans,175,,,,,,
A1CHS10,4cyl,175,,,,,,
A1CHSTB,,,,,,,,
A1CHSUB,,,,,,,,
A1CHTAH,,,,,,
A1CHTRA,,,,,,
A1CHVEN,,,,,,
A1CY300,,,,,,
A1CYCON,No ABS,75,,,,
A1CYPTC,Manual trans,,Manual locks,150,No cruise ctrl,75
A1CYSEB,2.4L-I4 (150hp),175,Vinyl seats,175,Manual trans,175
A1CYTOW,Wheel covers,50,,,,
A1CYVOY,2.4L-I4 (140/150hp),200,,,,
A1DALAN,No air cond,175,Manual trans,175,,
A1DALEG,Manual trans,250,,,,
A1DANUB,Manual trans,175,No air cond.,175,,
A1DOAVE,2.0L-I4 (140hp),275,Manual trans,250,No air cond,250
A1DOB15,3.9L (6cyl-175hp),175,,,,
A1DOB25,3.9L (6cyl-175hp),175,,,,
A1DOBR1,3.9L (6cyl-175hp),175,,,,
A1DOBRS,,,,
A1DOBVA,,,,
A1DOCAR,2.4L (4cyl-150hp),175,Psgr slider only,175
A1DODAK,2.5L (4cyl-120hp),175,,
A1DODUR,3.9L (6cyl-175hp),175,,
A1DOGRA,,,,
A1DOINT,,,,
A1DONEO,,,,
A1DORAM,3.9L (6cyl-175hp),175,,
A1DOSTR,2.4L (4cyl-150hp),175,Manual trans,175
A1DOVIP,No air cond,,,
A1FOCRO,,,,
A1FOECO,4.2L 6cyl,175,,
A1FOESC,No air cond,175,Manual trans,175
A1FOESP,2.0L-I4 (130hp),175,,
A1FOEXC,No Third seat,250,,
A1FOEXP,,,,,,
A1FOEXT,4.6L-V8 (215hp),175,,,,
A1FOF15,6cyl (not S),175,,,,
A1FOF25,,,,,,
A1FOFOC,No air cond,175,Manual trans,175,No CD,50
A1FOMUS,Man trans (6cyl only),175,,,,
A1FORAN,2.3L-I4 (119hp),175,2.5L-I4 (135hp),175,,
A1FOSPO,,,,,,
A1FOTAU,No ABS brakes,75,,,,
A1FOWIN,Psgr slider only,150,,,,
A1GMC15,,,,,,
A1GMC25,,,,,,
A1GMG15,4.3L-V6 (200hp),175,,,,
A1GMG25,4.3L-V6 (200hp),175,,,,
A1GMJIM,,,,,,
A1GMSAF,,,,,,
A1GMSAV,,,,,,
A1GMSON,4cyl,175,,,,
A1GMSUB,,,,,,
A1GMYUK,,,,,,
A1HOACC,No air cond,200,Manual trans,175,,
A1HOCIV,No air cond,175,Man trans,175,No CD,50
A1HOCRV,,,,,,
A1HOINS,No air cond,175,,,,
A1HOPAS,,,,,,
A1HOPRE,Manual trans (Base),175,,,,
A1HYACC,No air cond,175,,,Manual trans (not L),175
A1HYELA,No air cond,175,Manual trans,175,,
A1HYSAN,2.4L-I4 (149hp),200,,,,
A1HYSON,Manual trans,225,,,,
A1HYTIB,Manual trans,275,No Air Cond,225,,
A1ING20,,,,,,
A1INI30,No moonroof,175,,
A1INQ45,,,,
A1INQX4,,,,
A1ISHOS,2.2L-I4/120hp,,,
A1ISPIC,,,,
A1ISROD,2.2L (4cyl-120hp),175,,
A1ISROS,,,,
A1ISTRO,,,,
A1JASTY,No CD,50,No moonroof,75
A1JAXJx,No CD,50,,
A1JAXK8,No CD,50,,
A1JECHE,2.5L (4cyl-125hp),175,,
A1JEGRA,,,,
A1JEWRA,,,,
A1KIOPT,No cruise,50,,
A1KIRIO,No air conditioning,175,,
A1KISEP,No air conditioning,175,,
A1KISPO,,,,
A1LEES3,Cloth seats,175,,
A1LEGSS,Cloth seats,175,,
A1LEIS3,,,,
A1LELS4,No CD changer,150,,
A1LERX3,,,,
A1LICON,,,,
A1LILSx,Manual trans,200,,
A1LINAV,,,,
A1LITOW,,,,
A1MA626,Manual trans,225,,
A1MAB25,,,,
A1MAMIA,,,,
A1MAMPV,No ABS,75,,
A1MAPRO,No air cond,175,Manual trans,175
A1MATRI,2.0L-I4 (130hp),200,,,
A1MBC-C,Manual trans,275,,,
A1MBCLK,No CD,75,,,
A1MBE-C,No CD,75,,,
A1MBMSE,,,,,
A1MBS-C,No CD,75,,,
A1MBSL-,No CD,75,,,
A1MBSLK,No CD,75,,,
A1MECOU,,,,,
A1MEGRA,,,,,
A1MEMOU,4.0L-V6 (200hp),225,,,
A1MEMYS,Manual trans,225,,,
A1MESAB,,,,,
A1METRA,No air cond,200,Manual trans,175,
A1MIDIA,,,,,
A1MIECL,,,,,Manual trans
A1MIGAL,,,,,,
A1MIMIG,,,,,,
A1MIMIR,No air cond,175,,,Manual trans,175
A1MIMON,,,,,,
A1NIALT,No air cond,200,Manual trans,175,,
A1NIMAX,Manual trans,225,,,,
A1NIPAT,,,,,,
A1NIPIC,,,,,,
A1NISEN,No air cond,175,,,Manual trans,175
A1OLALE,2.4L-I4 (150hp),175,,,,
A1OLAUR,,,,,,
A1OLBRA,,,,,,
A1OLSIL,,,,,,
A1PLBRE,Manual Trans,225,,,,
A1PLGRA,,,,,,
A1PLNEE,No air cond,175,Manual trans,175,,
A1PLVOY,2.4L-I4 (150hp),175,Psgr slider only,175,No ABS brakes,75
A1POBON,,,,,,
A1POFIR,Manual trans,175,,,,
A1POGRA,Manual trans,175,,,,
A1POGRP,3.1L V6 (160hp),150,,,,
A1POMON,,,,,,
A1POSUN,Manual trans,175,,,,
A1POTAM,Manual trans,175,,,,
A1PR911,No CD,75,,,,
A1PRBOX,No CD,75,,,,
A1RA4WD,,,,,,
A1SA9-3,Manual trans,200,,,,
A1SA9-5,Manual trans,200,,,,
A1SNSC1,No air cond,175,Manual trans,175,,
A1SNSC2,No air cond,175,Manual trans,175,,
A1SNSL1,No air cond,175,Manual trans,175,,
A1SNSL2,No air cond,175,Manual trans,175,,
A1SNSLx,No air cond,175,Manual trans,175,,
A1SNSW2,No air cond,175,Manual trans,175,,
A1SUIMP,Manual trans,200,,,,
A1SULEG,Manual trans,200,,,,
A1SUOUT,Manual trans,200,,,,
A1SZEST,No air cond,175,,,,
A1SZGRV,,,,,,
A1SZSAM,,,,,,
A1SZSWI,No air cond,175,,,,
A1SZVIT,1.6L/I4-97hp,175,,,,
A1TO4RU,,,,,,
A1TOCAM,No air cond,200,Manual trans,175,No ABS brakes,150
A1TOCEL,Manual trans (not GT-S),175,,,,
A1TOCOR,No air cond,175,,,Manual trans,175
A1TOECH,No air cond,175,Manual trans,175,Manual steering,175
A1TOHIG,,,,,,
A1TOLAN,No 3rd seat,250,,,,
A1TOPAS,No air cond,175,Manual trans,175,,
A1TORAV,,,,,,
A1TOSEQ,,,,,,
A1TOSIE,Psngr slider only (LE),175,,,,
A1TOSOL,Manual trans,200,No CD player,50,2.2L-I4/135hp,175
A1TOTER,No air cond,175,Manual steering,150,Manual trans,175
A1TOTUN,3.4L-V6 (190hp) SR5,175,,,,
A1VOBEE,Manual trans,175,,,,
A1VOCAB,No air cond,175,Manual trans,175,,
A1VOCOR,,,,,,
A1VOEUR,,,,,,
A1VOGOL,No air cond,175,Man trans (GL),175,,
A1VOGTI,,,,,,
A1VOJET,No air cond,175,Man trans (not TDI),175,,
A1VOPAS,Manual transmission,250,,,,
A1VV60S,Manual transmission,250,No CD,50,,
A1VV70S,Manual transmission,250,,,,
A1VV80S,Cloth seats,175,,,,
A2ACINT,,,,,,
A2ACNSX,,,,,,
A2ACRLx,,,,,,
A2ACTLx,,,,,,
A2AUA4x,Manual trans,175,No leather,175,,
A2AUA6x,Cloth seats,175,Manual trans,150,,
A2AUCAB,Manual Roof,325,No leather,250,,
A2AUTTx,Manual Roof,250,,,,
A2BM3-S,Manual trans,175,Vinyl seats,175,No CD,75
A2BM5-S,Manual trans (not M),250,No leather (525),200,,
A2BM7-S,,,,,,
A2BMM3x,Manual seats,75,,,,
A2BMX5x,Leatherette (vinyl) seats,250
A2BMZ3x,,
A2BUCEN,No cruise,50
A2BULES,,
A2BUPAR,,
A2BUREG,,
A2BUROA,,
A2BUSKY,,
A2CADEV,,
A2CAELD,,
A2CASEV,,
A2CHAVA,,
A2CHC15,6cyl (not Work Truck),175
A2CHC25,,
A2CHCAM,Manual trans,175
A2CHCAV,Manual trans,175
A2CHCVT,,
A2CHEXP,,
A2CHG15,,
A2CHG25,,
A2CHIMP,No cruise ctrl,50
A2CHMAL,,
A2CHMON,No cruise,50
A2CHPRI,Manual trans,175
A2CHS10,4cyl,175
A2CHSTB,,
A2CHSUB,,
A2CHTAH,No 3rd seat,225
A2CHTRA,,
A2CHTRB,,
A2CHVEN,,
A2CY300,,
A2CYCON,No ABS,75,,,,
A2CYPTC,Manual trans,250,Manual locks,150,No cruise ctrl,100
A2CYSEB,2.4L-I4 (150hp),175,,,Manual trans,175
A2CYTOW,Wheel covers,50,,,,
A2CYVOY,2.4L-I4 (150hp) (not eC),175,,,,
A2DALAN,No air cond.,175,Manual trans,175,,
A2DALEG,Manual trans,225,,,,
A2DANUB,Manual trans,175,No air cond.,175,,
A2DOAVE,2.0L-I4 (140hp),175,Manual trans,175,No air cond,175
A2DOB15,,,,,,
A2DOB25,3.9L-V6 (175hp),175,,,,
A2DOBR1,3.7L-V6 (215hp),175,,,,
A2DOBRS,,,,,,
A2DOBVA,,,,,,
A2DOCAR,2.4L (4cyl-150hp) (not eC),175,,,,
A2DODAK,2.5L-I4 (120hp),175,,,,
A2DODUR,,,,
A2DOGRA,,,,
A2DOINT,,,,
A2DONEO,No air cond,175,Manual trans,175
A2DORAM,3.9L (6cyl-175hp),175,,
A2DOSTR,2.4L (4cyl-150hp),175,Manual trans,175
A2DOVIP,,,,
A2FOCRO,,,,
A2FOECO,4.2L-V6 (191hp),175,,
A2FOESC,No air cond,175,Manual trans,175
A2FOESP,2.0L-I4 (127hp),175,,
A2FOEXC,,,,
A2FOEXP,,,,
A2FOEXT,4.6L-V8 (215hp),175,,
A2FOF15,4.2L-V6 (202hp),175,,
A2FOF25,,,,
A2FOFOC,No air cond,225,Manual trans,175,No CD,50
A2FOMUS,Man trans (6cyl only),175,,,,
A2FORAN,2.3L-I4 (135hp),175,,,,
A2FOSPO,,,,,,
A2FOTAU,No ABS brakes,50,No cruise ctrl,75,,
A2FOWIN,Psgr slider only,175,,,,
A2GMC15,,,,,,
A2GMC25,,,,,,
A2GMG15,,,,,,
A2GMG25,4.3L-V6 (200hp),175,,,,
A2GMJIM,,,,,,
A2GMSAF,,,,,,
A2GMSAV,,,,,,
A2GMSON,2.2L-I4 (120hp),175,,,,
A2GMSUB,,,,,,
A2GMYUK,No 3rd seat,225,,,,
A2HOACC,No air cond,250,Manual trans,200,,
A2HOCIV,No air cond,175,Man trans,175,No CD,50
A2HOCRV,,,,,,
A2HOINS,No air cond.,250,,,,
A2HOPAS,,,,,,
A2HYACC,No air cond,175,,,Manual trans (not L),175
A2HYELA,No air cond,175,Manual trans,175,,
A2HYSAN,2.4L-I4 (149hp),225,,,,
A2HYSON,2.4L-4cyl (149hp),175,Manual trans,175,,
A2HYTIB,Manual trans,175,,,,
A2ING20,Manual trans,175,,,,
A2INI35,,,,,,
A2INQ45,,,,,,
A2INQX4,,,,,,
A2ISHOS,2.2L-I4/120hp,,,,,
A2ISPIC,,,,,,
A2ISROD,2.2L (4cyl-120hp),175,,
A2ISROS,,,,
A2ISTRO,,,,
A2ISTRO,,,,
A2JASTY,No CD,75,No moonroof,75
A2JAXJx,No CD,150,,
A2JAXK8,No CD,150,,
A2JAXTY,No CD,75,,
A2JEGRA,,,,
A2JELIB,2.4L (4cyl-150hp),175,,
A2JEWRA,,,,
A2KIOPT,Manual trans,175,No cruise,75
A2KIRIO,No air conditioning,175,Manual trans,175
A2KISPE,No air conditioning,175,Manual trans,175
A2KISPO,,,,
A2LEES3,Cloth seats,175,,
A2LEGSS,Cloth seats,225,,
A2LEIS3,,,,
A2LELS4,,,,
A2LERX3,,,,
A2LESC4,No Navigation sys,250,,
A2LICON,,,,
A2LILSx,Manual trans,175,,
A2LINAV,,,,
A2LITOW,,,,
A2MA626,Manual trans,200,,
A2MAB25,,,,
A2MAMIA,,,,
A2MAMPV,,,,
A2MAPRO,No air cond,175,Manual trans,175
A2MATRI,2.0L-I4 (130hp),225,,
A2MBC-C,Manual trans,250,No CD player,50
A2MBCLK,,,,,,
A2MBE-C,No CD,75,,,,
A2MBMSE,Cloth seats,175,,,,
A2MBS-C,No CD,75,,,,
A2MBSL-,No CD,75,,,,
A2MBSLK,No CD,75,,,,
A2MECOU,Manual trans,175,2.0L-I4 (125hp),175,,
A2MEGRA,,,,,,
A2MEMOU,4.0L-V6 (200hp),250,,,,
A2MEMYS,Manual trans,200,,,,
A2MESAB,No ABS,50,,,,
A2MIDIA,,,,,,
A2MIECL,,,,,Manual trans,
A2MIGAL,,,,,,
A2MILAN,Manual trans,175,No Air cond,175,,
A2MIMIR,No air cond,175,,,Manual trans,175
A2MIMON,,,,,,
A2NIALT,No air cond,225,Manual trans,175,No CD player,50
A2NIMAX,Manual trans,200,,,,
A2NIPAT,,,,,,
A2NIPIC,,,,,,
A2NISEN,No air cond,175,,,Manual trans (not SE-R),175
A2NIXTE,2.4L-I4 (143hp),175,,,,
A2OLALE,2.2L-I4 (140hp) (nnot GX),175,Manual windows,175,,
A2OLAUR,,,,,,
A2OLBRA,,,,,,
A2OLSIL,,,,,,
A2PLBRE,Manual Trans,200,,,,
A2PLGRA,,,,,,
A2PLNEE,No air cond,175,Manual trans,175,,
A2PLVOY,2.4L-I4 (150hp),175,Psgr slider only,150,No ABS brakes,100
A2POBON,,,,,,
A2POFIR,Manual trans,175,,,,,,
A2POGRA,Manual trans,175,,,,,,
A2POGRP,,,,,,,,
A2POMON,,,,,,,,
A2POSUN,Manual trans,175,,,,,,
A2POTAM,Manual trans,175,,,,,,
A2PR911,No CD,75,,,,,,
A2PRBOX,No CD,75,,,,,,
A2RA4WD,,,,,,,,
A2SA9-3,Manual trans,175,,,,,,
A2SA9-5,Manual trans,200,,,,,,
A2SNLSE,Manual windows,50,Manual dr locks,75,No cruise,50,Manual trans,50
A2SNSC1,No air cond,175,Manual trans,175,,,,
A2SNSC2,No air cond,175,Manual trans,175,,,,
A2SNSL2,No air cond,175,Manual trans,175,,,,
A2SNSSE,No air cond,175,Manual trans,175,,,,
A2SNSW2,No air cond,175,Manual trans,175,,,,
A2SUIMP,Manual trans,175,,,,,,
A2SULEG,Manual trans,175,,,,,,
A2SUOUT,Manual trans,175,,,,,,
A2SZAER,,,,,,,,
A2SZEST,,,,,,,,
A2SZGRV,,,,,,,,
A2SZSAM,,,,,,,,
A2SZVIT,1.6L/I4-97hp,200,,,,,,
A2TO4RU,,,,,,,,
A2TOCAM,No air cond,250,Manual trans,200,No ABS brakes,150,,
A2TOCEL,Manual trans (not GT-S),175,Manual windows,175,Manual dr locks,150,no cruise,100
A2TOCOR,Manual trans,175,,,,,,
A2TOECH,No air cond.,175,Manual trans,175,Manual steering,100,,
A2TOHIG,2.4L-4cyl (155hp),250,,,,,,
A2TOHIG,2.4L-4cyl (155hp),250,,,,,,
A2TOLAN,No 3rd seat,225,,,,
A2TOPRI,,,,,,
A2TORAV,,,,,,
A2TOSEQ,,,,,,
A2TOSIE,Psngr slider only (LE),175,,,,
A2TOSOL,Manual trans,175,No CD player,50,2.4L-I4/157hp,175
A2TOTUN,3.4L-V6 (190hp) SR5,175,,,,
A2VOBEE,Manual trans,175,,,,
A2VOCAB,Manual trans,175,,,,
A2VOCOR,,,,,,
A2VOEUR,,,,,,
A2VOGOL,No air cond,175,Man trans (GL),175,,
A2VOGTI,,,,,,
A2VOJET,Man trans (not TDI),175,,,,
A2VOPAS,Manual transmission,225,,,,
A2VV60S,Manual transmission,225,No CD,50,Manual seat,150
A2VV70S,Manual transmission,225,,
A2VV80S,Cloth seats,175,,
A3ACNSX,,,,
A3ACRLx,,,,
A3ACRSX,Manual trans (Base),275,,
A3ACTLx,,,,
A3AUA4x,Manual trans,250,,
A3AUA6x,Manual trans,375,,
A3AUTTx,Manual Roof (cnv),375,,
A3BM3-S,Manual trans,250,Vinyl seats,250
A3BM5-S,Manual trans,350,No leather (525),275
A3BM7-S,,,,
A3BMM3x,Manual seat,175,,
A3BMX5x,Leatherette (vinyl) seats,375,Manual trans,325
A3BMZ4x,No cruise,75,,
A3BUCEN,No cruise,50,,
A3BUPAR,,
A3BUREB,No ABS,75
A3BUREG,,
A3BUROA,,
A3BUSKY,,
A3CACTS,5spd manual,300
A3CADEV,,
A3CAESC,,
A3CHAVA,,
A3CHC15,,
A3CHC25,6cyl (not Work Truck),200
A3CHCAM,Manual trans,250
A3CHCAV,Manual trans,250
A3CHCVT,,
A3CHEXP,,
A3CHG15,4.3L-V6,200
A3CHG25,,,,,,
A3CHIMP,No cruise ctrl,75,,,,
A3CHMAL,,,,,,
A3CHMON,No cruise,75,,,,
A3CHPRI,Manual trans,275,,,,
A3CHS10,2.2L-4cyl (120hp),175,,,,
A3CHSTB,,,,,,
A3CHSUB,,,,,,
A3CHTAH,No 3rd seat,250,,,,
A3CHTRA,,,,,,
A3CHTRB,,,,,,
A3CHVEN,No ABS,100,,,,
A3CY300,,,,,,
A3CYCON,No ABS,75,,,,
A3CYPTC,Manual trans,375,Manual locks,100,No cruise ctrl,100
A3CYSEB,2.4L-I4 (150hp),250,No cruise,75,Manual trans,250
A3CYTOW,Wheel covers,50,No ABS,50,,,,
A3CYVOY,2.4L-I4 (150hp),300,No ABS,100,Manual windows,175,Manual locks,150
A3DOB15,,,,,,,,
A3DOB25,3.9L-V6 (175hp),175,,,,,,
A3DOBR1,3.7L-V6 (215hp),175,,,,,,
A3DOBRS,,,,,,,,
A3DOBVA,,,,,,,,
A3DOCAR,2.4L (4cyl-150hp) (not eC),250,,,,,,
A3DODAK,2.5L-I4 (120hp),175,,,,,,
A3DODUR,,,,,,,,
A3DOGRA,,,,,,,,
A3DOINT,No cruise,75,,,,,,
A3DONEO,No air cond,275,"Manual trans (SE,SXT only)",250,,,,
A3DORAM,3.9L (6cyl-175hp),200,,,,,,
A3DOSTR,2.4L (4cyl-150hp),225,Manual trans,175,,,,
A3DOVIP,,,,,,,,
A3FOCRO,,,,,,
A3FOECO,4.2L-V6 (191hp),200,,,,
A3FOESP,2.0L-I4 (127hp),275,,,,
A3FOEXC,5.4L-V8 (255hp),425,,,,
A3FOEXP,,,,,,
A3FOEXT,4.6L-V8 (215hp),275,,,,
A3FOF15,4.2L-V6 (202hp),200,,,,
A3FOF22,,,,,,
A3FOFOC,No air cond,325,Manual trans,250,No CD,75
A3FOMUS,Man trans (6cyl only),275,,,,
A3FORAN,2.3L-I4 (143hp),175,,,,
A3FOSPO,,,,,,
A3FOTAU,No cruise ctrl,75,,,,
A3FOWIN,Psgr slider only,175,,,,
A3FOZX2,No air cond,300,Manual trans,250,,
A3GMC15,,,,,,
A3GMC25,4.3L-V6 (200hp),200,,,,
A3GMG15,,,,,,
A3GMG25,4.3L-V6 (200hp),200,,,,
A3GMJIM,,,,,,
A3GMSAF,,,,,,
A3GMSAV,,,,,,
A3GMSON,2.2L-I4 (120hp),175,,,,
A3GMSUB,,,,,,
A3GMYUK,No 3rd seat,250,,,,
A3HOACC,No air cond,375,Manual trans,275,,
A3HOCIV,No air cond,300,Man trans,250,No CD,50
A3HOCRV,,,,,,
A3HOELE,,,,,,
A3HOINS,No air cond.,375,,,,
A3HYACC,No air cond,300,,,Manual trans (not L),250
A3HYELA,No air cond,300,Manual trans,250,,
A3HYSAN,,,,
A3HYSON,2.4L-4cyl (149hp),225,Manual trans,175
A3HYTIB,5spd manual trans,300,,
A3ING20,Manual trans,300,,
A3ING35,6spd manual trans,275,,
A3INI35,,,,
A3INQX4,,,,
A3ISAXI,,,,
A3ISHOS,2.2L-I4/120hp,,,
A3ISROD,2.2L (4cyl-130hp),225,,
A3ISROS,2.2L-I4/130hp,250,,
A3JASTY,No moonroof,250,,
A3JAXJx,,,,
A3JAXK8,,,,
A3JAXTY,No CD,75,Manual trans,75
A3JEGRA,,,,
A3JELIB,2.4L (4cyl-150hp),250,,
A3JEWRA,,,,
A3KIOPT,Manual trans,250,No cruise,100
A3KIRIO,No air conditioning,300,Manual trans,250
A3KISED,No ABS,75,,
A3KISOR,,,,
A3KISPE,No air conditioning,300,Manual trans,250
A3KISPO,,,,
A3LEES3,Cloth seats,250,,
A3LEGSS,Cloth seats,275,,
A3LEGX4,,,,
A3LEIS3,,,,
A3LERX3,,,,
A3LESC4,No Navigation sys,425,,
A3LIAVI,,,,
A3LILSx,Manual trans,275,,
A3LINAV,,,,
A3LITOW,,,,
A3MAB25,,,,
A3MAMA6,Manual trans,275,,
A3MAMIA,,,,
A3MAMPV,,,,
A3MAPR5,Manual trans,250,,
A3MAPRO,No air cond,300,Manual trans (not turbo),250
A3MATRI,2.0L-I4 (130hp),250,,
A3MBC-C,Manual trans,425,,
A3MBCLK,,,,
A3MBE-C,No CD,100,,
A3MBMSE,Cloth seats,300,,
A3MBS-C,No CD,100,,
A3MBSL-,No CD,150,,
A3MBSLK,No CD,150,,
A3MEGRA,,,,,,
A3MEMAR,No CD changer,175,,,,
A3MEMOU,4.0L-V6 (210hp),575,,,No 3rd seat,575
A3MEMYS,Manual trans,300,,,,
A3MESAB,,,,,,
A3MIDIA,,,,,,
A3MIECL,Manual trans,275,,,,
A3MIEND,,,,,,
A3MILAN,Manual trans (not Evolution),250,,,,
A3MIMIR,No air cond,300,,,Manual trans,250
A3MIOUT,,,,,,
A3NIALT,No air cond,325,Manual trans,275,No Radio/CD,175
A3NIMAX,Manual trans,300,,,,
A3NIMUR,,,,,,
A3NIPAT,,,,,,
A3NIPIC,,,,,,
A3NISEN,No air cond,300,No Radio,150,Manual trans (not SE-R),250
A3NIXTE,2.4L-I4 (143hp),250,,,,
A3OLALE,2.2L-I4 (140hp) (not GX),250,Manual windows,175,,
A3OLAUR,,,,,,
A3OLBRA,,,,,,
A3OLSIL,,,,,,
A3PLBRE,Manual Trans,300,,,,
A3PLGRA,,,,,,
A3PLNEE,No air cond,300,Manual trans,250,,
A3PLVOY,2.4L-I4 (150hp),175,Psgr slider only,175,No ABS brakes,150
A3PO---,,,,,,
A3POBON,,,,,,
A3POFIR,Manual trans,275,,,,
A3POGRA,Manual trans,275,,,,
A3POGRP,,,,,,
A3POMON,No ABS,75,,,,
A3POSUN,Manual trans,250,,,,
A3POVIB,,,,,,
A3PR911,No CD,175,,,,
A3PRBOX,No CD,175,,,,
A3RA4WD,,,,,,
A3SA9-3,Manual trans,300,,,,
A3SA9-5,Manual trans,300,,,,
A3SNION,No air cond,300,Manual trans,250,,
A3SNLSE,Manual trans,300,,,,
A3SNSC2,No air cond,300,Manual trans,250,,
A3SNSSE,No air cond,300,Manual trans,250,,
A3SNSW2,No air cond,300,Manual trans,250,,
A3SNVUE,2.2L-I4 (143hp),475,,,No ABS,100
A3SUBAJ,Manual trans,300,,,,
A3SUIMP,Manual trans (not WRX),275,,,,
A3SULEG,Manual trans,300,,,,
A3SUOUT,Manual trans,300,,,,,,
A3SZAER,,,,,,,,
A3SZEST,,,,,,,,
A3SZGRV,,,,,,,,
