B4ACILx,C,2014,Acura,ILX,Base,F,4 Dr,Sdn,19800,23050
B4ACILx,C,2014,Acura,ILX,Tech,F,4 Dr,Sdn,21600,24975
B4ACILx,C,2014,Acura,ILX,Hybrid Tech,F,4 Dr,Sdn,24300,27850
B4ACILx,C,2014,Acura,ILX,Dynamic,F,4 Dr,Sdn,22225,25625
B4ACMDX,T,2014,Acura,MDX,Base,A,4 Dr,Cov,37000,41150
B4ACMDX,T,2014,Acura,MDX,Technology,A,4 Dr,Cov,39200,43500
B4ACMDX,T,2014,Acura,MDX,Elite,A,4 Dr,Cov,42750,47300
B4ACRDX,T,2014,Acura,RDX,Base AWD,A,4 Dr,Cov,30400,34100
B4ACRDX,T,2014,Acura,RDX,Technology AWD,A,4 Dr,Cov,33325,37225
B4ACRLx,C,2014,Acura,RLX,Base,A,4 Dr,Sdn,30025,33825
B4ACRLx,C,2014,Acura,RLX,Tech,A,4 Dr,Sdn,34275,38100
B4ACRLx,C,2014,Acura,RLX,Elite,A,4 Dr,Sdn,42650,46800
B4ACTLx,C,2014,Acura,TL,Base,F,4 Dr,Sdn,25925,29600
B4ACTLx,C,2014,Acura,TL,SH-AWD,A,4 Dr,Sdn,28950,32825
B4ACTLx,C,2014,Acura,TL,A-Spec,F,4 Dr,Sdn,27225,30975
B4ACTLx,C,2014,Acura,TL,A-Spec SH-AWD,A,4 Dr,Sdn,30525,34350
B4ACTLx,C,2014,Acura,TL,Tech,F,4 Dr,Sdn,25650,29300
B4ACTLx,C,2014,Acura,TL,Tech SH-AWD,A,4 Dr,Sdn,28475,32325
B4ACTLx,C,2014,Acura,TL,Elite SH-AWD,A,4 Dr,Sdn,33775,37575
B3ACILx,C,2013,Acura,ILX,Base,F,4 Dr,Sdn,17700,20800
B3ACILx,C,2013,Acura,ILX,Tech,F,4 Dr,Sdn,20100,23375
B3ACILx,C,2013,Acura,ILX,Hybrid Tech,F,4 Dr,Sdn,22175,25575
B3ACILx,C,2013,Acura,ILX,Dynamic (6M),F,4 Dr,Sdn,19400,22625
B3ACMDX,T,2013,Acura,MDX,Base,A,4 Dr,Cov,30075,33750
B3ACMDX,T,2013,Acura,MDX,Technology,A,4 Dr,Cov,32025,35825
B3ACMDX,T,2013,Acura,MDX,Elite,A,4 Dr,Cov,35175,39200
B3ACRDX,T,2013,Acura,RDX,Base AWD,A,4 Dr,Cov,27450,30950
B3ACRDX,T,2013,Acura,RDX,Technology AWD,A,4 Dr,Cov,30025,33700
B3ACTLx,C,2013,Acura,TL,Base SH-AWD,A,4 Dr,Sdn,24900,28500
B3ACTLx,C,2013,Acura,TL,Tech SH-AWD,A,4 Dr,Sdn,27075,30825
B3ACTLx,C,2013,Acura,TL,Elite SH-AWD,A,4 Dr,Sdn,29575,33325
B3ACTSX,C,2013,Acura,TSX,Premium,F,4 Dr,Sdn,20450,23750
B3ACTSX,C,2013,Acura,TSX,A-Spec,F,4 Dr,Sdn,21625,25000
B3ACTSX,C,2013,Acura,TSX,Technology,F,4 Dr,Sdn,22075,25475
B3ACTSX,C,2013,Acura,TSX,Technology V6,F,4 Dr,Sdn,25525,29150
B2ACMDX,T,2012,Acura,MDX,Base,A,4 Dr,Cov,26275,29700
B2ACMDX,T,2012,Acura,MDX,Technology,A,4 Dr,Cov,28025,31575
B2ACMDX,T,2012,Acura,MDX,Elite,A,4 Dr,Cov,30825,34550
B2ACRDX,T,2012,Acura,RDX,Base AWD,A,4 Dr,Cov,21300,24375
B2ACRDX,T,2012,Acura,RDX,Technology AWD,A,4 Dr,Cov,23650,26900
B2ACRLx,C,2012,Acura,RL,Elite,A,4 Dr,Sdn,28975,32850
B2ACTLx,C,2012,Acura,TL,Base,F,4 Dr,Sdn,19250,22450
B2ACTLx,C,2012,Acura,TL,Tech,F,4 Dr,Sdn,21575,24950
B2ACTLx,C,2012,Acura,TL,Tech SH-AWD,A,4 Dr,Sdn,23925,27450
B2ACTLx,C,2012,Acura,TL,Elite SH-AWD,A,4 Dr,Sdn,25600,29250
B2ACTSX,C,2012,Acura,TSX,Base V6,F,4 Dr,Sdn,19675,22925
B2ACTSX,C,2012,Acura,TSX,Base,F,4 Dr,Sdn,16550,19575
B2ACTSX,C,2012,Acura,TSX,Premium,F,4 Dr,Sdn,17750,20850
B2ACTSX,C,2012,Acura,TSX,Technology,F,4 Dr,Sdn,18025,21150
B2ACTSX,C,2012,Acura,TSX,Technolory V6,F,4 Dr,Sdn,21150,24500
B2ACZDX,T,2012,Acura,ZDX,Base,A,4 Dr,Cov,26525,29950
B1ACCSX,C,2011,Acura,CSX,Base,F,4 Dr,Sdn,17600,20700
B1ACCSX,C,2011,Acura,CSX,i-Tech,F,4 Dr,Sdn,18525,21675
B1ACMDX,T,2011,Acura,MDX,Base,A,4 Dr,Cov,23300,26525
B1ACMDX,T,2011,Acura,MDX,Technology,A,4 Dr,Cov,24825,28150
B1ACMDX,T,2011,Acura,MDX,Elite,A,4 Dr,Cov,27300,30800
B1ACRDX,T,2011,Acura,RDX,Base AWD,A,4 Dr,Cov,18175,21025
B1ACRDX,T,2011,Acura,RDX,Technology AWD,A,4 Dr,Cov,20200,23200
B1ACRLx,C,2011,Acura,RL,Base,A,4 Dr,Sdn,20700,24000
B1ACRLx,C,2011,Acura,RL,Elite,A,4 Dr,Sdn,22875,26325
B1ACTLx,C,2011,Acura,TL,Base 3.5,F,4 Dr,Sdn,17225,20300
B1ACTLx,C,2011,Acura,TL,Base AWD,A,4 Dr,Sdn,19250,22450
B1ACTLx,C,2011,Acura,TL,Tech 3.5,F,4 Dr,Sdn,18650,21825
B1ACTLx,C,2011,Acura,TL,Tech AWD,A,4 Dr,Sdn,20675,23975
B1ACTSX,C,2011,Acura,TSX,Base V6,F,4 Dr,Sdn,16550,19575
B1ACTSX,C,2011,Acura,TSX,Base,F,4 Dr,Sdn,14775,17675
B1ACZDX,T,2011,Acura,ZDX,Technology,A,4 Dr,Cov,22450,25600
B0ACMDX,T,2010,Acura,MDX,Base,A,4 Dr,Cov,19650,22625
B0ACMDX,T,2010,Acura,MDX,Technology,A,4 Dr,Cov,21000,24050
B0ACMDX,T,2010,Acura,MDX,Elite,A,4 Dr,Cov,23175,26375
B0ACRDX,T,2010,Acura,RDX,Base AWD,A,4 Dr,Cov,16375,19125
B0ACRDX,T,2010,Acura,RDX,Technology AWD,A,4 Dr,Cov,18175,21025
B0ACRLx,C,2010,Acura,RL,3.7,A,4 Dr,Sdn,18750,21925
B0ACRLx,C,2010,Acura,RL,3.7 Technology,A,4 Dr,Sdn,20800,24125
B0ACTLx,C,2010,Acura,TL,3.5,F,4 Dr,Sdn,15500,18450
B0ACTLx,C,2010,Acura,TL,AWD,A,4 Dr,Sdn,17600,20700
B0ACTSX,C,2010,Acura,TSX,V6,F,4 Dr,Sdn,14775,17675
B0ACTSX,C,2010,Acura,TSX,Base,F,4 Dr,Sdn,13025,15800
B0ACZDX,T,2010,Acura,ZDX,Base,A,4 Dr,Cov,19025,21950
B0ACZDX,T,2010,Acura,ZDX,Technology,A,4 Dr,Cov,21950,25075
A9ACMDX,T,2009,Acura,MDX,Base,A,4 Dr,Cov,16900,19675
A9ACMDX,T,2009,Acura,MDX,Technology,A,4 Dr,Cov,18025,20875
A9ACMDX,T,2009,Acura,MDX,Elite,A,4 Dr,Cov,19075,22000
A9ACRDX,T,2009,Acura,RDX,Base,A,4 Dr,Cov,13850,16425
A9ACRDX,T,2009,Acura,RDX,Technology,A,4 Dr,Cov,15400,18075
A9ACRLx,C,2009,Acura,RL,3.7,A,4 Dr,Sdn,15350,18300
A9ACTLx,C,2009,Acura,TL,3.5,F,4 Dr,Sdn,14275,17150
A9ACTLx,C,2009,Acura,TL,SH AWD (3.7L-305hp),A,4 Dr,Sdn,15875,18850
A9ACTSX,C,2009,Acura,TSX,Base,F,4 Dr,Sdn,11975,14700
A8ACMDX,T,2008,Acura,MDX,Base,A,4 Dr,Cov,14075,16650
A8ACMDX,T,2008,Acura,MDX,Technology,A,4 Dr,Cov,15000,17650
A8ACMDX,T,2008,Acura,MDX,Elite,A,4 Dr,Cov,15950,18650
A8ACRDX,T,2008,Acura,RDX,Base,A,4 Dr,Cov,11225,13600
A8ACRDX,T,2008,Acura,RDX,Technology,A,4 Dr,Cov,12575,15050
A8ACRLx,C,2008,Acura,RL,3.5,A,4 Dr,Sdn,11575,14250
A8ACTLx,C,2008,Acura,TL,3.2,F,4 Dr,Sdn,9850,12450
A8ACTLx,C,2008,Acura,TL,3.5 Type S,F,4 Dr,Sdn,10450,13050
A8ACTSX,C,2008,Acura,TSX,Base,F,4 Dr,Sdn,9325,11875
A7ACMDX,T,2007,Acura,MDX,Base,A,4 Dr,Cov,12400,14875
A7ACMDX,T,2007,Acura,MDX,Technology,A,4 Dr,Cov,13150,15675
A7ACMDX,T,2007,Acura,MDX,Elite,A,4 Dr,Cov,13875,16450
A7ACRDX,T,2007,Acura,RDX,Base,A,4 Dr,Cov,9425,11675
